Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#cherry-cheesecake-slice,FFQUBJGRE4CVCVEBNXEXV24F,Cherry Cheesecake,Slice,,X229870,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-cheesecake-8inch,Q75AXP3WWSMTWOL7SP4QSVZQ,Cherry Cheesecake,8inch,,X604116,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-cheesecake-10inch,MXC5YMEAF2VPM2YLUSTSQQQQ,Cherry Cheesecake,10inch,,753855J,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-crumb-pie-8inch,LTOJRU3KWFR74GBHJHS7T5GW,Cherry Crumb Pie,8inch,,387789H,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,29.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-crumb-pie-10inch,PCHDDQUY4LGT2CGIEA4IYG3X,Cherry Crumb Pie,10inch,,8407542,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-danish-ts--,XPYMI7Q3STYMDQTWBZOTHOQI,Cherry Danish (TS),,,275921Q,,Danish to Stay,Danish to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#cherry-danish-to-go-,ACWVB35WVSVDVLJCMOUJYGDH,Cherry Danish to Go,,,B986897,,Danish to Go,Danish to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-pie-ts--,YY7GLCRTAHLITRCDN6UMICUW,Cherry Pie (TS),,,4393836,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#cherry-pie-to-go-slice,4LJ3QPKGHPUOPPDHSGTWHPUA,Cherry Pie to Go,Slice,,2175243,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-pie-to-go-8inch,KLCSDWHHECFVOF7AOQM2KLPJ,Cherry Pie to Go,8inch,,492251Y,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cherry-pie-to-go-10inch,QNBTP5QZZUFFQRGLQIZNCNPK,Cherry Pie to Go,10inch,,3335088,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-almond-croissant-ts--,V5EBX4B3XNNYMJFXMBZFQ3YY,Chocolate Almond Croissant (TS),,,2712928,,Croissant to Stay,Croissant to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-almond-croissant-to-go-,LWGY33X73EXCP7YIOGC4OX57,Chocolate Almond Croissant to Go,,,7566771,,Croissant to Go,Croissant to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-babka-,TSVVLQEE3QPOSHX3REVELMM4,Chocolate Babka,,,6249411,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,16.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cake-pop-ts--,XT3NB7SUU6APFDWKZBGIJ55M,Chocolate Cake Pop (TS),,,822263J,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-cake-pop-to-go-,IUF37AYOOFF3LFM77WSQPYBX,Chocolate Cake Pop to Go,,,Y599437,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cannoli-ts--,P6I37GVDH64BXD6GHFW45EI6,Chocolate Cannoli (TS),,,V408668,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-cannoli-to-go-,CCB65KPMCSLRHRJ335NYPVIH,Chocolate Cannoli to Go,,,800783X,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cheesecake-slice,33T66DBRS2Y5VCCSLXGLQW7K,Chocolate Cheesecake,Slice,,E457877,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cheesecake-8inch,R6K7GHZW3SWIVINUVT64G7IW,Chocolate Cheesecake,8inch,,9996184,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cheesecake-10inch,FVGMJ7W3WCMUKFW6O6SZIWD7,Chocolate Cheesecake,10inch,,V069121,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-chip-cookie-ts--,7GP27FKHAN2CFVBYGAKFI3UJ,Chocolate Chip Cookie (TS),,,2595590,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-chip-cookie-to-go-,UXIRZQI2YQ3DRGTNGTOD4T26,Chocolate Chip Cookie to Go,,,D756846,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-chip-muffin-ts--,GCCWFBLVYC3EKHFNYBDNQB2K,Chocolate Chip Muffin (TS),,,E519823,,Muffin to Stay,Muffin to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-chip-muffin-to-go-,NNLBSQRMOECOHE7PRBSEJAWF,Chocolate Chip Muffin to Go,,,9459843,,Muffin to Go,Muffin to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cream-pie-ts--,FGRLELDB4GPX5EGKM6J4TFVM,Chocolate Cream Pie (TS),,,P598869,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-cream-pie-to-go-slice,THKRXOLOXAMT2P6SRC7IDDOI,Chocolate Cream Pie to Go,Slice,,S428733,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cream-pie-to-go-8inch,4XD6R4FL3HYNEPCKUC7SLJ2P,Chocolate Cream Pie to Go,8inch,,6750994,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cream-pie-to-go-10inch,FREDT3PXIHLA6I6VDI76YHLD,Chocolate Cream Pie to Go,10inch,,K664381,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,42.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-croissant-ts--,ONBIQ4JOZLPJOL7K5U2MCYFG,Chocolate Croissant (TS),,,V467451,,Croissant to Stay,Croissant to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-croissant-to-go-,QMH2U4N6OH46ICT7RDETNSGN,Chocolate Croissant to Go,,,X534768,,Croissant to Go,Croissant to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-cupcake-ts--,2CCMKDD66SXRCQLXWP5RRLOO,Chocolate Cupcake (TS),,,1512341,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-cupcake-to-go-,6JBCRQ6SAQKP746KSU5H2MZB,Chocolate Cupcake to Go,,,R047650,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-eclair-ts--,LTWCHVLZBLQDRK5DZN35JIC6,Chocolate Eclair (TS),,,471900S,,SEN to Stay,SEN to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-eclair-to-go-,GZNQAMYOTI6WA2U6K4EIJP4D,Chocolate Eclair to Go,,,251128K,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-slice,B2UH2ZRTEH2OQPGRLQYRWMSZ,Chocolate Fudge Cake,Slice,,2237315,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-7inch,7UDQD6HWNVLFRQS2EZULIK2S,Chocolate Fudge Cake,7inch,,2278419,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-8inch,Y7NBYKBNF6SGVZPGUM7PTQ5B,Chocolate Fudge Cake,8inch,,M908897,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-10inch,WT34TTBZWJJ3SIZAZTYSXZ3F,Chocolate Fudge Cake,10inch,,Y315351,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-qs,KYF2MJVSGGZZZIK5KOKPOAJW,Chocolate Fudge Cake,QS,,138749Y,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-hs,XIEUQYFSE6FSVK75LJZ56KPO,Chocolate Fudge Cake,HS,,A019367,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-fudge-cake-fs,FGF6X3Q5OAWGIK3DPCG5CRKZ,Chocolate Fudge Cake,FS,,B443075,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-slice,R5O2OQAAIYL7NA6XFOYVUSBS,Chocolate Layer Cake,Slice,,4208296,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-7inch,265E326AISP2PBNZJZUR77TM,Chocolate Layer Cake,7inch,,T511117,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-8inch,E6JCHC5WBNKNQBJB7FUKRLKE,Chocolate Layer Cake,8inch,,242363L,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-10inch,I6F7KDSWS265QVO4VHE4DQGI,Chocolate Layer Cake,10inch,,2592479,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-qs,NBB2CUJQI4JHNSRDHDV47UEA,Chocolate Layer Cake,QS,,5119348,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-hs,YS5LHI6OETUON5YPJ44FJZPL,Chocolate Layer Cake,HS,,9842322,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-layer-cake-fs,VBEKBSRXCRCA7ZBPAO5KII2D,Chocolate Layer Cake,FS,,7909588,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-milk-,CKARUKYOPMFVZ3XOUTX2ICND,Chocolate Milk,,,918146G,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.22,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-slice,W35LY5CLQFPZUC3GJ3ALE4SJ,Chocolate Mousse Cake,Slice,,B174177,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-7inch,E4XU22SUC7R6XS2TQ77IMDQR,Chocolate Mousse Cake,7inch,,8446844,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-8inch,WC2JGVXTLF5GZ57ZGQUNEB7X,Chocolate Mousse Cake,8inch,,4845470,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-10inch,XQFZYMVHQKHSJ2BL4C45XXPE,Chocolate Mousse Cake,10inch,,1490824,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-qs,5L4C2K4L6ZMK4WRIOIEB6QBD,Chocolate Mousse Cake,QS,,A050325,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-hs,64JWY2IBQPXGXQIVMDZFFJU3,Chocolate Mousse Cake,HS,,3300463,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-mousse-cake-fs,PD5DQU2HMGJB3RBUTENR5NUI,Chocolate Mousse Cake,FS,,M265214,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-vanilla-ts--,LC53J7TTCUZPXNY5M25JOZJF,Chocolate Vanilla (TS),,,369037L,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-vanilla-to-go-,ZTHYLOOMEWFDHVV225MNAQFT,Chocolate Vanilla to Go,,,400418P,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#chocolate-vegan-cupcake-ts--,Q2CWS5CKCHNBJSYF7E4FTDZP,Chocolate Vegan Cupcake (TS),,,9672175,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#chocolate-vegan-cupcake-to-go-,LOA5WRLKXSUPBOCO3AUO5U6Y,Chocolate Vegan Cupcake to Go,,,A439249,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cinnamon-babka-,2TRQ4JO2SVDROA5JE3INELKV,Cinnamon Babka,,,Z083069,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,16.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-slice,F6T533HOW62JC5V66NX6Y5AC,Coconut Cake,Slice,,Q520918,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-7inch,OHZFYT6VAWZKC4ZVVEOL3OCG,Coconut Cake,7inch,,871138W,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-8inch,ARYUZU36Q6GTJZPBHXSIVBY7,Coconut Cake,8inch,,9854714,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-10inch,YU6QUM6C6ADLGXL6KYG6TGAH,Coconut Cake,10inch,,X659357,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-qs,LLO5LLXW5XLKMIAKPPQDWVLA,Coconut Cake,QS,,432227E,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-hs,5GCJBHS4TUQDY5RVSPIMIGU4,Coconut Cake,HS,,L116785,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-cake-fs,GNXGE2JT4EZZHVMCQGRP3G5M,Coconut Cake,FS,,V612843,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-custard-pie-ts--,ARKUYP3R75BWUXDCWD6LXRVS,Coconut Custard Pie (TS),,,409776C,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#coconut-custard-pie-to-go-slice,DOE5A3A5JTLXZDWWDPDEJIJ2,Coconut Custard Pie to Go,Slice,,G989950,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-custard-pie-to-go-8inch,VPPBA5Y33DWD7YZGJJR33IOV,Coconut Custard Pie to Go,8inch,,R963899,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-custard-pie-to-go-10inch,LF4NIG5HHOCSKA7H7DSLY6SX,Coconut Custard Pie to Go,10inch,,9721596,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coconut-macaroon-to-go-,YMV5FDLSGS7SJFQDMPKXI6AP,Coconut Macaroon to Go,,,331253S,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coffee-ts--,KHUQ6LSVBZ2FBIMNEKLCRX2S,Coffee (TS),,,214830T,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#coffee-cake-ts--,GOCFKRRUHKGXIPRF3JLNZI5H,Coffee Cake (TS),,,Q059259,,Pound Cake to Stay,Pound Cake to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#coffee-cake-to-go-,LAMXYFBUOH2UORZ7GCJBGYMB,Coffee Cake to Go,,,Z151364,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#coffee-to-go-small,TYD4WBZ4MQEE6ZTNUTBAMISN,Coffee to Go,Small,,1759933,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.53,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
