Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Quinn Florist,New Quantity Quinn Florist,Stock Alert Enabled Quinn Florist,Stock Alert Count Quinn Florist,Modifier Set - Funerals,Modifier Set - Type,Modifier Set - Wedding
KJ3ED7FFMYHR6IUI73JTOVOC,Fraser Fir Christmas Tree: 4'-5' Bundle,Fraser Fir Christmas Tree: 4'-5' Bundle,qf--005318,"Our 4–5 ft Fraser Fir is the ideal choice for New Yorkers who want a real Christmas tree with zero hassle. This size brings full holiday impact without overwhelming apartments, lobbies, or office spaces.

Quinn Florist provides premium-grade Fraser firs known for their strong fragrance, excellent needle retention, and naturally symmetrical shape. Every tree arrives professionally lit, secured in a heavy-duty stand, and fully installed by our team—no setup, no untangling lights, no adjustment needed. We place the tree exactly where you want it, level it, and ensure the lights are evenly distributed and ready to plug in.

This 4–5 ft option is perfect for homes, studios, business entrances, gifting, and seasonal décor. It offers a polished, finished look the moment we leave your space.

Delivered fresh across NYC with the precision and reliability Quinn Florist is known for—you get the tree, the lights, the stand, and the full installation in one seamless service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,125.00,,N,,,,,,,,,,,,,,,,N,N,N
RPMULESYQBS6M5ZI5K3WEBIV,Fraser Fir Christmas Tree: 5'-6',Fraser Fir Christmas Tree: 5'-6',qf--005314,"The 5–6 ft Fraser Fir Christmas Tree is the most popular size for NYC homes, tall enough to make a statement but compact enough to fit comfortably in apartments and shared living spaces. Quinn Florist selects only top-grade Fraser firs known for their deep green needles, naturally symmetrical shape, and strong branches that support ornaments with ease.

This size brings full holiday impact without crowding the room. Its fragrance is clean and classic, and its needle retention is excellent, making it ideal for long seasonal display. Each tree is trimmed, shaped, and secured in a stand before delivery, so it arrives ready for immediate decorating.

Whether you’re preparing your home for the holidays, dressing up a retail storefront, or sending a festive gift, this 5–6 ft Fraser Fir delivers reliability, beauty, and a polished holiday look. Upgrade to a premium decorative pot for an elevated finish suitable for homes, offices, and event spaces.

Delivered fresh throughout NYC with Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,95.00,,N,,,,,,,,,,,,,,,,N,N,N
OCCQMVUYTTMEGYZMRVZFPPDO,Fraser Fir Christmas Tree: 5'-6' Bundle,Fraser Fir Christmas Tree: 5'-6' Bundle,qf--005320,"The 5–6 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,125.00,,N,,,,,,,,,,,,,,,,N,N,N
RKE72Y55UUI3VIFE2FSJEH7E,Fraser Fir Christmas Tree: 5'-6' Bundle,Fraser Fir Christmas Tree: 5'-6' Bundle,qf--005320,"The 5–6 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,150.00,,N,,,,,,,,,,,,,,,,N,N,N
M7SQQJTW5OXVQ3AQJ3UW4IFZ,Fraser Fir Christmas Tree: 5'-6' Bundle,Fraser Fir Christmas Tree: 5'-6' Bundle,qf--005320,"The 5–6 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,150.00,,N,,,,,,,,,,,,,,,,N,N,N
GNJGDYTGA5SGIQYK5AQZY4M5,Fraser Fir Christmas Tree: 5'-6' Bundle,Fraser Fir Christmas Tree: 5'-6' Bundle,qf--005320,"The 5–6 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,125.00,,N,,,,,,,,,,,,,,,,N,N,N
6GUYTLFDJMSN7AF6QQE6FGRX,Fraser Fir Christmas Tree: 6'-7',Fraser Fir Christmas Tree: 6'-7',qf--005315,"The 6–7 ft Fraser Fir Christmas Tree is the quintessential holiday tree, tall, full-bodied, and designed to anchor a room with classic Christmas presence. This size is the go-to choice for NYC customers who want a true centerpiece tree without committing to an oversized, hard-to-manage height.

Quinn Florist sources only premium-grade Fraser firs with excellent symmetry, strong branches, and deep green needles that stay fresh through the entire season. Known for their fragrance and superior needle retention, these firs support heavy ornaments and lighting comfortably.

This 6–7 ft size works exceptionally well in typical New York living rooms, larger apartments, lobbies, retail storefronts, and event venues. Your tree arrives trimmed, shaped, and secured in its stand, making setup effortless. Upgrade to a premium decorative pot for a polished, elevated presentation.

Reliable NYC delivery ensures your holiday décor arrives fresh, standing straight, and ready for immediate decorating.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,120.00,,N,,,,,,,,,,,,,,,,N,N,N
EUYFVVKUWB2HNADHCBYLSCDK,Fraser Fir Christmas Tree: 6'-7' Bundle,Fraser Fir Christmas Tree: 6'-7' Bundle,qf--005321,"The 6-7 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,170.00,,N,,,,,,,,,,,,,,,,N,N,N
EYLZTRJ6XEZEUOQA3H7I7MUO,Fraser Fir Christmas Tree: 6'-7' Bundle,Fraser Fir Christmas Tree: 6'-7' Bundle,qf--005321,"The 6-7 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,200.00,,N,,,,,,,,,,,,,,,,N,N,N
IJQV3KAOILEPQIA5P4H2ZTBF,Fraser Fir Christmas Tree: 6'-7' Bundle,Fraser Fir Christmas Tree: 6'-7' Bundle,qf--005321,"The 6-7 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,170.00,,N,,,,,,,,,,,,,,,,N,N,N
3PZOFCH7EFOJKOCR4JKMUAXN,Fraser Fir Christmas Tree: 7'-8',Fraser Fir Christmas Tree: 7'-8',qf--005316,"The 7–8 ft Fraser Fir Christmas Tree is designed to deliver a true statement moment, tall, lush, and unmistakably premium. This size is ideal for spacious living rooms, corporate spaces, lobby displays, and event installations where a commanding holiday presence is the goal.

Quinn Florist sources top-grade Fraser firs known for their rich fragrance, deep green needles, and superior needle retention. Each tree is carefully shaped for symmetry and features sturdy, weight-bearing branches capable of holding dense or oversized ornaments. This tree brings the classic “magazine-ready” Christmas look without compromising on freshness or structure.

Your tree arrives fully trimmed, shaped, and secured in its stand so setup is immediate and clean. Upgrade to a premium decorative pot for a polished, finished presentation suitable for both residential and commercial environments.

Delivered fresh and standing strong—Quinn Florist ensures a seamless NYC holiday experience from start to finish.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,150.00,,N,,,,,,,,,,,,,,,,N,N,N
ZLJ4T4ILCCTD3C7DKUXR2BSG,Fraser Fir Christmas Tree: 7'-8',Fraser Fir Christmas Tree: 7'-8',qf--005316,"The 7–8 ft Fraser Fir Christmas Tree is designed to deliver a true statement moment, tall, lush, and unmistakably premium. This size is ideal for spacious living rooms, corporate spaces, lobby displays, and event installations where a commanding holiday presence is the goal.

Quinn Florist sources top-grade Fraser firs known for their rich fragrance, deep green needles, and superior needle retention. Each tree is carefully shaped for symmetry and features sturdy, weight-bearing branches capable of holding dense or oversized ornaments. This tree brings the classic “magazine-ready” Christmas look without compromising on freshness or structure.

Your tree arrives fully trimmed, shaped, and secured in its stand so setup is immediate and clean. Upgrade to a premium decorative pot for a polished, finished presentation suitable for both residential and commercial environments.

Delivered fresh and standing strong—Quinn Florist ensures a seamless NYC holiday experience from start to finish.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,150.00,,N,,,,,,,,,,,,,,,,N,N,N
QX57DUDZQIBYGOFLR6Z54WHQ,Fraser Fir Christmas Tree: 7'-8' Bundle,Fraser Fir Christmas Tree: 7'-8' Bundle,qf--005322,"The 7-8 ft Fraser Fir Christmas Tree is the go-to choice for NYC homes and businesses, substantial, elegant, and perfectly sized for apartments, living rooms, offices, and storefronts. Quinn Florist sources top-grade Fraser firs with rich green needles, strong ornament-ready branches, and a naturally balanced shape.

This tree arrives pre-lit, secured in its stand, and installed by our team for a seamless start to the season. No assembly, no lifting, no untangling lights, just a fully set-up Christmas tree ready to enjoy. The included lighting is evenly placed to create a clean, holiday-ready glow.

This size is ideal for creating a strong holiday statement without overpowering the room, making it perfect for homes, boutiques, restaurants, and holiday gifting. Decorative pot upgrades are available for customers who want a more elevated look.

Delivered fresh throughout NYC with full installation and Quinn Florist’s trusted service.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,200.00,,N,,,,,,,,,,,,,,,,N,N,N
WO37R5X6WSN7QQ2KWCNLMJ6K,French Lavender,,,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,Y,N,N,N,6.99,,N,,N,,N,,,,,,,,,,,,N,N,N
MPWCNA2WNQI2VFLWNYIKDXVA,Funeral,,,,Custom Orders,Custom Orders,,,,,unavailable,Physical good,,,,Y,N,N,N,variable,,N,,N,,N,,,,,,,,,,,,N,N,N
BB2ZEJBKAHZ4XJG6JIFA47YJ,Garden Charm Bouquet,Deluxe,qf-bt-003081,"Our Garden Charm Bouquet is a vibrant mix of fresh garden-inspired blooms, featuring roses, daisies, and seasonal accents. Arranged with lush greenery in a clear glass vase tied with a purple ribbon, this bouquet radiates warmth and joy.

Whether it’s a birthday, a thank you, or a thoughtful “just because,” this bouquet makes a memorable gift that brings beauty to any occasion.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,110.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
HK42XK4CWAVDRLWU6VWTAR3E,Garden Charm Bouquet,Premium,qf-bt-003082,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,135.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
TWXHUYKRINXBDG4W6BGAIK7T,Garden Charm Bouquet,Standard,qf-bt-003080,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,85.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
J5FZTTMGZIPZVY3HB5FF2FWC,Gerbera Daisy,Regular,7122840,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,6.00,,N,,N,,N,,,,,,,,-185,,,,N,N,N
4LVOY7DU4BZHFWNGJBTVK7PH,Gladiolus,Regular,1067625,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,7.00,,N,,N,,N,,,,,,,,-3,,,,N,N,N
N5ACJ5WIGRJEQDC7O6EI6HKS,Gold Everest Vase,Regular,A739601,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,N,N,N,N,22.00,,N,,N,,N,,,,,,,,,,,,N,N,N
SAQVZBGCOWSUNAT7P2ML5DAQ,Gold Evergreen Boxwood Tree,"Signature (28-30"" Tall)",qf--005556,"Our Gilded Evergreen Boxwood Tree is a refined holiday statement designed for clients who want festive décor without excess. Built from dense, living boxwood and hand-styled with shimmering gold ribbon and subtle seasonal details, this piece delivers structure, texture, and understated luxury.

Perfect for entryways, countertops, offices, and apartment living, each tree is styled to maintain a clean silhouette while still feeling warm and celebratory. Housed in a decorative container and ready to display, no additional styling required.

Ideal for holiday gifting, corporate settings, or elevating your own space with something that feels classic—not kitschy.",Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,Y,,,,175.00,,N,,,,,Boxwood Size,"Signature (28-30"" Tall)",,,,,,,,,,N,N,N
QDZGY5NUCO3L7RAASIT3EV2U,Gold Evergreen Boxwood Tree,"Standard (20-22"" Tall)",qf--005556,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,125.00,,N,,,,,Boxwood Size,"Standard (20-22"" Tall)",,,,,,,,,,N,N,N
YOUKNAHIDWCCW6YX4GZGFMO7,Golden Ember,Golden Ember,qf-an-004247,"Golden Ember by Quinn Florist is a luxurious floral arrangement that captures the essence of warmth and light. Handcrafted with vibrant orange ranunculus, peach roses, coral-toned mini anthuriums, and soft dusty miller, this bouquet blends fiery tones with cool silver-green texture for a perfectly balanced design. The fresh green hypericum berries add brightness and depth, making this arrangement a true showpiece of color and contrast.

Displayed in a stylish glass vase with a gold honeycomb base, Golden Ember feels both modern and timeless — a stunning gift for any celebration. Whether you’re sending it for a birthday, anniversary, or simply to express gratitude, this floral arrangement radiates optimism and sophistication.

Each bouquet is designed and arranged by Quinn Florist in Astoria, NY, using only the freshest seasonal blooms. With its golden hues and luxurious finish, Golden Ember brings a touch of sunshine and elegance to any home or office.","Flowers > Birthday, Flowers > Congratulations, Flowers > Just Because, Flowers > Thank you, Flowers > Weddings &amp; Events, Flowers > Anniversary",Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,125.00,,N,,,,,,,,,,,,,,,,N,N,N
UNTV3H3YMXMCONU7O6MCDRGR,Golden Glow,Deluxe,qf-an-003088,"Our Golden Glow arrangement combines bold color with modern sophistication. Featuring striking red lilies, Bells of Ireland, orange anthurium, and fresh greenery, this design is presented in a sleek gold cylinder vase that adds a touch of elegance to any space. Perfect for sending warm wishes, celebrating milestones, or creating a contemporary centerpiece.

Available in three sizes:

Standard – A compact yet eye-catching mix in a gold vase.

Deluxe – Includes additional lilies and greenery for more fullness.

Premium – The most abundant version with dramatic height and volume.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,115.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
3ZOHQNUDWOANEVHG2RYF3D7M,Golden Glow,Premium,qf-an-003089,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,145.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
2MR3Q4RG3XKTLCBIPCVAZHWP,Golden Glow,Standard,qf-an-003087,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,85.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
6R3JUSK3YXHZR27L47ZWNZUC,Golden Hour Bouquet,"Deluxe, Bouquet",qf-an-001402,"A radiant bundle of sunny yellow spray roses, lilies, and cheerful filler blooms, accented with lush greenery. Perfect for celebrating friendship, new beginnings, or simply brightening someone's day.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,80.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
2PXIPLGE6R7HSSSKVK3LCBHX,Golden Hour Bouquet,"Deluxe, Vase Arrangement",qf-an-001403,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,95.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
JKTVY3JLX5XLCRAEMHOMQYZI,Golden Hour Bouquet,"Premium, Bouquet",qf-an-001404,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
CPGZXEOFGRJX3XC5D5OKXEWN,Golden Hour Bouquet,"Premium, Vase Arrangement",qf-an-001405,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,120.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
BAVNS3H27T4U6NY4K4ICQO2T,Golden Hour Bouquet,"Standard, Bouquet",qf-an-001400,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,60.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
OZENKPQ4RCY73UKX34J6MF3Z,Golden Hour Bouquet,"Standard, Vase Arrangement",qf-an-001401,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,75.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
S6UEXOZ5VGUN2F5EUNDY4CK5,Golden Meadow,"Deluxe, Bouquet",qf-bt-001497,"Golden Meadow is a radiant bouquet filled with peach roses, orange calla lilies, pale dahlias, cheerful gerberas, and creamy stock. Its warm palette evokes golden hour glow—perfect for birthdays, thank-yous, or any celebration.

Substitutions may occur based on seasonal availability while keeping the style and color palette intact.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,105.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
A62YENI3ZQGPXSFELEOA5VJB,Golden Meadow,"Deluxe, Vase Arrangement",qf-bt-001498,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,125.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
QVANTRNRF2HLVBUTGP3HOWFD,Golden Meadow,"Premium, Bouquet",qf-bt-001499,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,135.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
MY4L5PWCP7XE5SAVSCXBIHF2,Golden Meadow,"Premium, Vase Arrangement",qf-bt-001500,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,155.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
PLTETBANAHNKN7JRT2ZMNLRX,Golden Meadow,"Standard, Bouquet",qf-bt-001495,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,85.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
L2CYJ7DCL3A6RS4QBDJ5PEH6,Golden Meadow,"Standard, Vase Arrangement",qf-bt-001496,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
TV5D3B3VV45OS7T6PACLZALD,Golden Tropics,Deluxe,qf-bt-002671,"""Golden Tropics"" brings together the best of two worlds—sun-kissed sunflowers and exotic birds of paradise, grounded by lush green hydrangeas and silver eucalyptus. Bursting with warmth, structure, and tropical flair, this arrangement is ideal for milestone birthdays, summer celebrations, or as a show-stopping centerpiece.

Please note: Floral arrangements may vary slightly depending on seasonal availability. We will always maintain the overall look, feel, and value.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,145.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
JMII3Y63KZZFHFEZF3S77LYS,Golden Tropics,Premium,qf-bt-002672,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,180.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
QPNERHLDYBTQXN7IJJZDRVD5,Golden Tropics,Standard,qf-bt-002670,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,115.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
W4GIJOC6V2QZGL2BBYSCU6JC,Graceful White Rose Casket Spray,Half Casket,qf-ss-002434,"Our Graceful White Rose Casket Spray offers a serene and elegant tribute, perfect for honoring a loved one with dignity and grace. Handcrafted with premium white roses and lush greenery, this arrangement symbolizes purity, peace, and eternal love. A satin white ribbon bow completes the design, adding a touch of softness and devotion.

This casket spray is designed to rest beautifully atop the casket, making it an ideal choice for funeral and memorial services.

Available Sizes: Medium, Large

Perfect for: Sympathy, Funeral & Memorial Services, Casket Tributes

Flowers Included: White roses, seasonal greenery, and satin white ribbon bow",Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,Y,,,,450.00,,N,,,,,casket,Half Casket,,,,,,,,,,N,N,N
J64X6CZPAD4MKC6T5W5M3T5E,Graceful White Rose Casket Spray,Full Casket,qf-ss-002435,,Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,,,,,650.00,,N,,,,,casket,Full Casket,,,,,,,,,,N,N,N
ACVLO2TAYXVQHT3OA6FOWXRV,Grand Sunset,Deluxe,qf-bt-003911,"Our Grand Sunset Bouquet is a radiant arrangement that celebrates joy and positivity. Featuring bright yellow calla lilies, soft white roses, and lively orange ranunculus, this bouquet is designed in a sleek glass vase for a fresh, modern look.

Perfect for birthdays, congratulations, or simply sending a burst of happiness, this bouquet makes a thoughtful gift that’s sure to brighten any room.

Available Sizes: Available in Standard, Deluxe, and Premium sizes. Each size includes more stems for a fuller, more dramatic look.

Perfect for: Birthdays, Congratulations, Thank You, Just Because

Flowers Included: Yellow calla lilies, white roses, orange ranunculus, seasonal mixed blooms, greenery

Vase Included",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,110.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
BZGPKPYIRWNIX2M3FHDMERJ5,Grand Sunset,Premium,qf-bt-003912,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,135.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
N3Z3BXUTIQDLVKYDLLCQXJ7D,Grand Sunset,Standard,qf-bt-003910,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,85.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
JMVABYEHXBJMW7LHC6AEW7I7,"Green Hydrangea -""Spring Dew""","Deluxe, Bouquet",qf-bt-002626,"Refreshing and unique, “Spring Dew” showcases crisp green hydrangeas with lush, leafy stems. Their naturally energizing hue makes them a modern pick for housewarmings, celebrations, or brightening someone’s day with an unexpected color story. Offered as a wrapped bouquet or arranged in a clear glass vase.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,75.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
QQA6M5A2EB4S7UMEJY6VWVCL,"Green Hydrangea -""Spring Dew""","Deluxe, Vase Arrangement",qf-bt-002627,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,90.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
DWMTIQJ35KET5N6DPEZMHHTK,"Green Hydrangea -""Spring Dew""","Premium, Bouquet",qf-bt-002628,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,100.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
5BQXHTEKJUMIVRVAQ3AJGWUA,"Green Hydrangea -""Spring Dew""","Premium, Vase Arrangement",qf-bt-002629,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,120.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
FTTWFOVYCGJJZXUMQQCWK4D2,"Green Hydrangea -""Spring Dew""","Standard, Bouquet",qf-bt-002624,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,50.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
